# Vm for HH model. Simulation time: 100 ms, Integration step: 0.000100 ms, Compartments: 1000, Dendrites: 5, Execution time: 256.763119 s, Slave processes: 6
# X Y
0 -65.000000
1 -64.971825
2 -64.948740
3 -64.928522
4 -64.910408
5 -64.893842
6 -64.878161
7 -64.862508
8 -64.845927
9 -64.827509
10 -64.806497
11 -64.782343
12 -64.754719
13 -64.723491
14 -64.688689
15 -64.650468
16 -64.609075
17 -64.564812
18 -64.518019
19 -64.469048
20 -64.418252
21 -64.365972
22 -64.312532
23 -64.258232
24 -64.203348
25 -64.148129
26 -64.092798
27 -64.037551
28 -63.982561
29 -63.927977
30 -63.873927
31 -63.820520
32 -63.767847
33 -63.715982
34 -63.664986
35 -63.614909
36 -63.565786
37 -63.517646
38 -63.470507
39 -63.424381
40 -63.379273
41 -63.335182
42 -63.292103
43 -63.250027
44 -63.208941
45 -63.168830
46 -63.129676
47 -63.091460
48 -63.054161
49 -63.017756
50 -62.982222
51 -62.947536
52 -62.913672
53 -62.880606
54 -62.848314
55 -62.816771
56 -62.785952
57 -62.755833
58 -62.726389
59 -62.697597
60 -62.669434
61 -62.641875
62 -62.614900
63 -62.588485
64 -62.562610
65 -62.537252
66 -62.512393
67 -62.488011
68 -62.464087
69 -62.440602
70 -62.417538
71 -62.394876
72 -62.372600
73 -62.350692
74 -62.329136
75 -62.307915
76 -62.287014
77 -62.266417
78 -62.246110
79 -62.226078
80 -62.206306
81 -62.186781
82 -62.167490
83 -62.148419
84 -62.129554
85 -62.110884
86 -62.092396
87 -62.074077
88 -62.055915
89 -62.037898
90 -62.020015
91 -62.002254
92 -61.984603
93 -61.967050
94 -61.949585
95 -61.932195
96 -61.914870
97 -61.897597
98 -61.880366
99 -61.863165
